R_Fighter,B_Fighter,R_Status,B_Status,URL,last_round,last_round_time,format,referee,fight_type,date,location,R_KD,B_KD,R_SIG_STR,B_SIG_STR,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR,B_TOTAL_STR,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND
Adam Fugitt,Ty Miller,L,W,http://ufcstats.com/fight-details/210fc45074fba464,1,4:59,3 Rnd (5-5-5),Chris Tognoni,Welterweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,1,36 of 73,59 of 121,49%,48%,39 of 76,65 of 129,0 of 2,0 of 0,0%,---,0,0,0,0,0:00,0:03,10 of 42,55 of 115,21 of 26,4 of 6,5 of 5,0 of 0,30 of 67,55 of 115,6 of 6,3 of 4,0 of 0,1 of 2
Natalia Silva,Rose Namajunas,W,L,http://ufcstats.com/fight-details/d63c9aa4f4873001,3,5:00,3 Rnd (5-5-5),Jason Herzog,Women's Flyweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,15 of 44,13 of 39,34%,33%,15 of 44,13 of 39,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:00,10 of 32,4 of 22,1 of 3,1 of 6,4 of 9,8 of 11,15 of 44,13 of 39,0 of 0,0 of 0,0 of 0,0 of 0
Umar Nurmagomedov,Deiveson Figueiredo,W,L,http://ufcstats.com/fight-details/6c9f4799990c3c33,3,5:00,3 Rnd (5-5-5),Herb Dean,Bantamweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,9 of 19,0 of 6,47%,0%,28 of 46,1 of 10,1 of 2,0 of 0,50%,---,0,0,0,0,1:34,0:00,3 of 11,0 of 3,4 of 6,0 of 2,2 of 2,0 of 1,7 of 12,0 of 6,1 of 1,0 of 0,1 of 6,0 of 0
Josh Hokit,Denzel Freeman,W,L,http://ufcstats.com/fight-details/abfb3ed6dcb0e1f0,1,4:59,3 Rnd (5-5-5),Mark Smith,Heavyweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,37 of 57,0 of 7,64%,0%,71 of 97,0 of 8,1 of 2,0 of 1,50%,0%,0,0,0,0,3:47,0:00,31 of 48,0 of 7,6 of 9,0 of 0,0 of 0,0 of 0,17 of 31,0 of 7,9 of 11,0 of 0,11 of 15,0 of 0
Justin Gaethje,Paddy Pimblett,W,L,http://ufcstats.com/fight-details/fa4b3f5ce8055921,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,UFC Interim Lightweight Title Bout,"January 24, 2026","Las Vegas, Nevada, USA",1,0,27 of 45,37 of 65,60%,56%,40 of 58,38 of 66,0 of 0,0 of 1,---,0%,0,0,0,0,1:01,0:00,23 of 40,17 of 43,3 of 3,12 of 14,1 of 2,8 of 8,22 of 37,30 of 58,1 of 1,7 of 7,4 of 7,0 of 0
Arnold Allen,Jean Silva,L,W,http://ufcstats.com/fight-details/836a188a90e479a5,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Featherweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,22 of 45,16 of 31,48%,51%,22 of 45,16 of 31,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,12 of 33,9 of 23,4 of 6,7 of 8,6 of 6,0 of 0,22 of 45,16 of 31,0 of 0,0 of 0,0 of 0,0 of 0
Ateba Gautier,Andrey Pulyaev,W,L,http://ufcstats.com/fight-details/33be2456161c14c3,3,5:00,3 Rnd (5-5-5),Mark Smith,Middleweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",1,0,8 of 42,19 of 37,19%,51%,8 of 42,19 of 37,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,8 of 39,12 of 26,0 of 3,7 of 10,0 of 0,0 of 1,7 of 40,19 of 37,1 of 2,0 of 0,0 of 0,0 of 0
Nikita Krylov,Modestas Bukauskas,W,L,http://ufcstats.com/fight-details/780cab0cd07589e4,3,4:57,3 Rnd (5-5-5),Marc Goddard,Light Heavyweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,10 of 28,11 of 21,35%,52%,25 of 48,13 of 23,1 of 4,0 of 0,25%,---,0,0,0,0,1:58,0:00,3 of 17,11 of 21,1 of 5,0 of 0,6 of 6,0 of 0,10 of 27,11 of 21,0 of 1,0 of 0,0 of 0,0 of 0
Waldo Cortes Acosta,Derrick Lewis,W,L,http://ufcstats.com/fight-details/d93ee3860196c4ae,2,3:14,3 Rnd (5-5-5),Jason Herzog,Heavyweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,12 of 16,4 of 22,75%,18%,14 of 18,4 of 22,1 of 1,0 of 0,100%,---,0,0,0,0,0:16,0:00,7 of 11,3 of 17,3 of 3,1 of 4,2 of 2,0 of 1,11 of 15,4 of 22,0 of 0,0 of 0,1 of 1,0 of 0
Sean O'Malley,Song Yadong,W,L,http://ufcstats.com/fight-details/007e8e0d4a39d82c,3,5:00,3 Rnd (5-5-5),Herb Dean,Bantamweight Bout,"January 24, 2026","Las Vegas, Nevada, USA",0,0,16 of 26,10 of 23,61%,43%,22 of 32,23 of 37,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,0:38,6 of 13,0 of 7,6 of 8,0 of 1,4 of 5,10 of 15,16 of 26,10 of 23,0 of 0,0 of 0,0 of 0,0 of 0
King Green,Lance Gibson Jr.,W,L,http://ufcstats.com/fight-details/fc4ab243d21b795d,3,5:00,3 Rnd (5-5-5),Mark Smith,Catch Weight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,22 of 51,12 of 35,43%,34%,22 of 51,12 of 35,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,8 of 26,4 of 22,5 of 14,2 of 4,9 of 11,6 of 9,21 of 50,11 of 32,1 of 1,1 of 3,0 of 0,0 of 0
Brandon Royval,Manel Kape,L,W,http://ufcstats.com/fight-details/a5a81a39ccf9b680,1,3:18,5 Rnd (5-5-5-5-5),Herb Dean,Flyweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,1,17 of 26,17 of 23,65%,73%,17 of 26,18 of 24,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:04,5 of 10,6 of 10,6 of 8,5 of 6,6 of 8,6 of 7,17 of 26,15 of 21,0 of 0,0 of 0,0 of 0,2 of 2
Neil Magny,Yaroslav Amosov,L,W,http://ufcstats.com/fight-details/0fca825e14429c1f,1,3:14,3 Rnd (5-5-5),Herb Dean,Welterweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,5 of 11,9 of 19,45%,47%,15 of 24,13 of 27,0 of 0,1 of 2,---,50%,0,1,0,0,0:00,1:56,2 of 8,3 of 12,2 of 2,0 of 0,1 of 1,6 of 7,5 of 11,8 of 17,0 of 0,0 of 0,0 of 0,1 of 2
Sean Sharaf,Steven Asplund,L,W,http://ufcstats.com/fight-details/a2523a8565fe4361,2,3:49,3 Rnd (5-5-5),Mark Smith,Heavyweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,43 of 89,71 of 137,48%,51%,43 of 90,72 of 138,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,32 of 76,61 of 127,10 of 12,3 of 3,1 of 1,7 of 7,43 of 89,70 of 136,0 of 0,1 of 1,0 of 0,0 of 0
Allen Frye Jr.,Guilherme Pat,L,W,http://ufcstats.com/fight-details/ac56a1052c4c8f63,3,5:00,3 Rnd (5-5-5),Eric McMahon,Heavyweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,19 of 49,24 of 35,38%,68%,32 of 63,25 of 37,0 of 0,0 of 0,---,---,0,0,0,0,2:18,0:03,10 of 37,19 of 29,7 of 7,3 of 4,2 of 5,2 of 2,12 of 40,23 of 34,7 of 9,1 of 1,0 of 0,0 of 0
Melquizael Costa,Morgan Charriere,W,L,http://ufcstats.com/fight-details/93ca562453f65b8d,1,1:14,3 Rnd (5-5-5),Eric McMahon,Featherweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",1,0,4 of 9,2 of 4,44%,50%,4 of 9,2 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,1 of 3,0 of 2,1 of 1,0 of 0,2 of 5,2 of 2,4 of 9,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0
Kennedy Nzechukwu,Marcus Buchecha,D,D,http://ufcstats.com/fight-details/47149f3187661509,3,5:00,3 Rnd (5-5-5),Herb Dean,Heavyweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,9 of 18,2 of 9,50%,22%,23 of 32,3 of 10,0 of 0,2 of 9,---,22%,0,0,0,0,0:38,2:22,7 of 16,0 of 5,2 of 2,2 of 4,0 of 0,0 of 0,8 of 16,1 of 8,1 of 1,1 of 1,0 of 1,0 of 0
Melissa Croden,Luana Santos,L,W,http://ufcstats.com/fight-details/ceb5b0f1f6daddf6,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Women's Bantamweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,7 of 27,10 of 13,25%,76%,21 of 41,33 of 37,0 of 1,1 of 3,0%,33%,0,0,1,0,0:44,1:51,1 of 17,5 of 7,4 of 5,3 of 4,2 of 5,2 of 2,4 of 23,8 of 10,3 of 4,2 of 3,0 of 0,0 of 0
Joanderson Brito,Isaac Thomson,W,L,http://ufcstats.com/fight-details/225e93ebed9b71b8,3,5:00,3 Rnd (5-5-5),Eric McMahon,Featherweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,4 of 7,6 of 10,57%,60%,16 of 19,26 of 34,3 of 3,2 of 2,100%,100%,0,0,0,1,1:29,2:23,1 of 4,6 of 7,2 of 2,0 of 2,1 of 1,0 of 1,1 of 1,0 of 3,1 of 2,5 of 5,2 of 4,1 of 2
Jamey-Lyn Horth,Tereza Bleda,W,L,http://ufcstats.com/fight-details/71170fb7ade3e1f4,1,2:05,3 Rnd (5-5-5),Kerry Hatley,Women's Flyweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,16 of 22,2 of 12,72%,16%,18 of 24,2 of 12,0 of 0,0 of 4,---,0%,0,0,0,0,0:03,1:20,12 of 17,0 of 8,3 of 4,2 of 2,1 of 1,0 of 2,9 of 15,1 of 11,7 of 7,1 of 1,0 of 0,0 of 0
Cesar Almeida,Cezary Oleksiejczuk,L,W,http://ufcstats.com/fight-details/d000cb692343cdcd,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Middleweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,4 of 5,5 of 6,80%,83%,6 of 9,33 of 35,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,3:39,0 of 1,3 of 3,2 of 2,2 of 3,2 of 2,0 of 0,4 of 5,3 of 4,0 of 0,1 of 1,0 of 0,1 of 1
Giga Chikadze,Kevin Vallejos,L,W,http://ufcstats.com/fight-details/24bb03f0a3415fbe,2,1:29,3 Rnd (5-5-5),Mark Smith,Featherweight Bout,"December 13, 2025","Las Vegas, Nevada, USA",0,0,9 of 17,9 of 18,52%,50%,16 of 24,12 of 21,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,1:27,1 of 8,6 of 13,8 of 8,1 of 2,0 of 1,2 of 3,9 of 17,8 of 16,0 of 0,1 of 2,0 of 0,0 of 0
Jan Blachowicz,Bogdan Guskov,D,D,http://ufcstats.com/fight-details/6d6ab10cbaa45e8c,3,5:00,3 Rnd (5-5-5),Jason Herzog,Light Heavyweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,25 of 52,21 of 44,48%,47%,25 of 52,21 of 44,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,13 of 35,10 of 32,3 of 6,2 of 3,9 of 11,9 of 9,25 of 52,21 of 44,0 of 0,0 of 0,0 of 0,0 of 0
Merab Dvalishvili,Petr Yan,L,W,http://ufcstats.com/fight-details/4a0db214d9721d6e,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,UFC Bantamweight Title Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,22 of 68,17 of 32,32%,53%,40 of 87,23 of 38,0 of 8,0 of 0,0%,---,0,0,0,0,1:33,0:00,16 of 60,15 of 30,4 of 6,1 of 1,2 of 2,1 of 1,18 of 63,17 of 31,4 of 5,0 of 1,0 of 0,0 of 0
Nazim Sadykhov,Fares Ziam,L,W,http://ufcstats.com/fight-details/10a57b983e59f727,2,4:59,3 Rnd (5-5-5),Jason Herzog,Lightweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,0 of 1,8 of 10,0%,80%,3 of 6,49 of 53,0 of 1,1 of 2,0%,50%,0,1,0,0,0:22,4:22,0 of 1,3 of 4,0 of 0,2 of 2,0 of 0,3 of 4,0 of 1,2 of 2,0 of 0,3 of 4,0 of 0,3 of 4
Marvin Vettori,Brunno Ferreira,L,W,http://ufcstats.com/fight-details/3c683da1924b6c44,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Middleweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,27 of 49,25 of 47,55%,53%,28 of 50,25 of 47,0 of 2,0 of 1,0%,0%,0,0,0,0,0:04,0:02,22 of 44,18 of 40,0 of 0,3 of 3,5 of 5,4 of 4,27 of 48,25 of 45,0 of 1,0 of 0,0 of 0,0 of 2
Maycee Barber,Karine Silva,W,L,http://ufcstats.com/fight-details/2417cc7bc1eea75b,3,5:00,3 Rnd (5-5-5),Mark Smith,Women's Flyweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,15 of 31,8 of 18,48%,44%,20 of 37,14 of 25,0 of 0,1 of 1,---,100%,0,0,1,0,0:21,2:49,13 of 26,1 of 10,0 of 3,1 of 1,2 of 2,6 of 7,11 of 23,8 of 16,0 of 0,0 of 1,4 of 8,0 of 1
Iwo Baraniewski,Ibo Aslan,W,L,http://ufcstats.com/fight-details/ea660db65bfa998f,1,1:29,3 Rnd (5-5-5),Marc Goddard,Light Heavyweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",2,1,22 of 32,30 of 53,68%,56%,28 of 39,31 of 54,0 of 1,0 of 1,0%,0%,0,0,0,0,0:11,0:06,18 of 27,29 of 47,3 of 4,0 of 4,1 of 1,1 of 2,6 of 14,19 of 35,6 of 6,11 of 18,10 of 12,0 of 0
Mansur Abdul-Malik,Antonio Trocoli,W,L,http://ufcstats.com/fight-details/964ea1777695851b,1,1:09,3 Rnd (5-5-5),Mark Smith,Middleweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,2 of 4,3 of 6,50%,50%,2 of 4,3 of 6,1 of 1,0 of 1,100%,0%,1,0,0,0,0:42,0:00,2 of 4,2 of 4,0 of 0,0 of 1,0 of 0,1 of 1,1 of 3,3 of 6,0 of 0,0 of 0,1 of 1,0 of 0
Alexandre Pantoja,Joshua Van,L,W,http://ufcstats.com/fight-details/dfa692db6d39330c,1,0:26,5 Rnd (5-5-5-5-5),Herb Dean,UFC Flyweight Title Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,6 of 11,2 of 4,54%,50%,6 of 11,2 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,4 of 8,2 of 4,1 of 1,0 of 0,1 of 2,0 of 0,5 of 10,2 of 3,1 of 1,0 of 1,0 of 0,0 of 0
Grant Dawson,Manuel Torres,L,W,http://ufcstats.com/fight-details/c797b58d85c840a4,1,2:25,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,1,8 of 21,9 of 17,38%,52%,8 of 21,9 of 17,0 of 2,0 of 0,0%,---,0,0,0,0,0:00,0:04,4 of 13,5 of 12,2 of 4,4 of 5,2 of 4,0 of 0,8 of 21,8 of 12,0 of 0,0 of 0,0 of 0,1 of 5
Terrance McKinney,Chris Duncan,L,W,http://ufcstats.com/fight-details/b3d2ac2244e4f791,1,2:30,3 Rnd (5-5-5),Marc Goddard,Lightweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,1,31 of 57,38 of 55,54%,69%,31 of 57,53 of 75,0 of 0,1 of 2,---,50%,0,1,0,0,0:00,1:10,26 of 50,36 of 51,5 of 7,2 of 3,0 of 0,0 of 1,24 of 45,10 of 20,6 of 11,6 of 8,1 of 1,22 of 27
Henry Cejudo,Payton Talbott,L,W,http://ufcstats.com/fight-details/1dc29f4c6fcdd356,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Bantamweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,22 of 44,40 of 57,50%,70%,26 of 49,50 of 67,0 of 2,2 of 2,0%,100%,0,0,0,0,0:00,1:37,11 of 28,28 of 45,1 of 2,7 of 7,10 of 14,5 of 5,18 of 39,29 of 46,2 of 3,4 of 4,2 of 2,7 of 7
Muhammad Naimov,Mairon Santos,L,W,http://ufcstats.com/fight-details/40fa4f8b4b93884e,3,0:21,3 Rnd (5-5-5),Mark Smith,Featherweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,11 of 18,7 of 15,61%,46%,20 of 30,15 of 23,0 of 2,0 of 0,0%,---,0,0,0,0,1:00,0:19,3 of 9,2 of 9,5 of 5,3 of 4,3 of 4,2 of 2,8 of 14,6 of 14,3 of 4,1 of 1,0 of 0,0 of 0
Edson Barboza,Jalin Turner,L,W,http://ufcstats.com/fight-details/7af407397532f7cf,1,2:24,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,2,10 of 20,39 of 66,50%,59%,10 of 20,43 of 73,0 of 0,0 of 0,---,---,0,0,1,0,0:07,0:38,4 of 14,29 of 55,4 of 4,8 of 9,2 of 2,2 of 2,10 of 19,33 of 53,0 of 1,5 of 10,0 of 0,1 of 3
Brandon Moreno,Tatsuro Taira,L,W,http://ufcstats.com/fight-details/fbbb9e72900b71f5,2,2:24,3 Rnd (5-5-5),Mark Smith,Flyweight Bout,"December 06, 2025","Las Vegas, Nevada, USA",0,0,2 of 4,2 of 9,50%,22%,2 of 4,18 of 25,0 of 0,0 of 1,---,0%,1,0,0,1,0:05,3:33,2 of 4,1 of 7,0 of 0,1 of 1,0 of 0,0 of 1,0 of 2,0 of 4,0 of 0,1 of 3,2 of 2,1 of 2
Tagir Ulanbekov,Kyoji Horiguchi,L,W,http://ufcstats.com/fight-details/00ee51bba08b7a08,3,2:18,3 Rnd (5-5-5),Rich Mitchell,Flyweight Bout,"November 22, 2025","Doha, Qatar",0,0,5 of 24,16 of 25,20%,64%,5 of 25,36 of 45,1 of 1,0 of 1,100%,0%,0,0,0,0,1:25,0:00,3 of 16,7 of 14,1 of 7,2 of 2,1 of 1,7 of 9,5 of 23,16 of 25,0 of 1,0 of 0,0 of 0,0 of 0
Nicolas Dalby,Saygid Izagakhmaev,W,L,http://ufcstats.com/fight-details/c49485cedb878cf0,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Welterweight Bout,"November 22, 2025","Doha, Qatar",0,0,5 of 15,7 of 12,33%,58%,28 of 47,42 of 52,0 of 1,1 of 2,0%,50%,0,0,0,0,3:06,0:53,0 of 6,3 of 7,0 of 3,4 of 4,5 of 6,0 of 1,3 of 12,1 of 5,2 of 3,4 of 4,0 of 0,2 of 3
Nurullo Aliev,Shem Rock,W,L,http://ufcstats.com/fight-details/46f81d5ecd974c1c,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Lightweight Bout,"November 22, 2025","Doha, Qatar",0,0,28 of 53,12 of 29,52%,41%,29 of 56,13 of 31,0 of 1,0 of 2,0%,0%,0,0,0,0,0:30,0:00,20 of 42,2 of 15,7 of 8,6 of 10,1 of 3,4 of 4,25 of 47,10 of 27,3 of 6,2 of 2,0 of 0,0 of 0
Bekzat Almakhan,Aleksandre Topuria,L,W,http://ufcstats.com/fight-details/6f0231915cc28507,3,5:00,3 Rnd (5-5-5),Marc Goddard,Bantamweight Bout,"November 22, 2025","Doha, Qatar",0,0,12 of 39,17 of 28,30%,60%,14 of 41,23 of 34,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,0:40,6 of 31,15 of 23,4 of 6,1 of 4,2 of 2,1 of 1,11 of 37,14 of 25,1 of 1,1 of 1,0 of 1,2 of 2
Waldo Cortes Acosta,Shamil Gaziev,W,L,http://ufcstats.com/fight-details/e8307c7686c42d8c,1,1:22,3 Rnd (5-5-5),Lukasz Bosacki,Heavyweight Bout,"November 22, 2025","Doha, Qatar",2,0,10 of 21,6 of 15,47%,40%,15 of 26,6 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:08,0:00,8 of 19,4 of 13,1 of 1,1 of 1,1 of 1,1 of 1,9 of 18,6 of 15,0 of 1,0 of 0,1 of 2,0 of 0
Arman Tsarukyan,Dan Hooker,W,L,http://ufcstats.com/fight-details/5f5b626e67529056,2,3:34,5 Rnd (5-5-5-5-5),Marc Goddard,Lightweight Bout,"November 22, 2025","Doha, Qatar",0,0,19 of 30,5 of 20,63%,25%,32 of 45,9 of 25,1 of 3,0 of 0,33%,---,0,1,0,0,3:16,0:10,12 of 22,2 of 13,2 of 3,2 of 6,5 of 5,1 of 1,15 of 26,4 of 17,2 of 2,1 of 3,2 of 2,0 of 0
Ismail Naurdiev,Ryan Loder,W,L,http://ufcstats.com/fight-details/335064c3380e2f10,1,1:26,3 Rnd (5-5-5),Daniel Movahedi,Middleweight Bout,"November 22, 2025","Doha, Qatar",1,0,3 of 6,1 of 4,50%,25%,3 of 6,1 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,2 of 5,1 of 4,1 of 1,0 of 0,0 of 0,0 of 0,3 of 6,1 of 4,0 of 0,0 of 0,0 of 0,0 of 0
Abdul Rakhman Yakhyaev,Rafael Cerqueira,W,L,http://ufcstats.com/fight-details/f5564a9eeebd4ea0,1,0:33,3 Rnd (5-5-5),Rich Mitchell,Light Heavyweight Bout,"November 22, 2025","Doha, Qatar",1,0,6 of 10,0 of 1,60%,0%,11 of 16,0 of 1,1 of 1,0 of 0,100%,---,1,0,0,0,0:24,0:00,6 of 10,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,3 of 4,0 of 1,0 of 0,0 of 0,3 of 6,0 of 0
Volkan Oezdemir,Alonzo Menifield,W,L,http://ufcstats.com/fight-details/870d374f8d9af65a,1,1:27,3 Rnd (5-5-5),Marc Goddard,Light Heavyweight Bout,"November 22, 2025","Doha, Qatar",1,0,13 of 35,2 of 7,37%,28%,14 of 37,2 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,12 of 33,1 of 5,0 of 1,1 of 2,1 of 1,0 of 0,13 of 35,2 of 7,0 of 0,0 of 0,0 of 0,0 of 0
Jack Hermansson,Myktybek Orolbai,L,W,http://ufcstats.com/fight-details/8ed609d80e135d94,1,2:46,3 Rnd (5-5-5),Daniel Movahedi,Welterweight Bout,"November 22, 2025","Doha, Qatar",0,1,19 of 38,15 of 33,50%,45%,19 of 38,15 of 33,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,9 of 25,9 of 25,5 of 8,3 of 5,5 of 5,3 of 3,17 of 36,13 of 31,2 of 2,1 of 1,0 of 0,1 of 1
Belal Muhammad,Ian Machado Garry,L,W,http://ufcstats.com/fight-details/b2218930b982d9b6,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Welterweight Bout,"November 22, 2025","Doha, Qatar",0,0,24 of 57,27 of 53,42%,50%,30 of 69,31 of 57,0 of 1,0 of 0,0%,---,0,0,0,0,0:40,0:00,17 of 49,14 of 36,5 of 5,2 of 5,2 of 3,11 of 12,23 of 55,27 of 53,1 of 2,0 of 0,0 of 0,0 of 0
Bogdan Grad,Luke Riley,L,W,http://ufcstats.com/fight-details/5e6a74db89f5410c,2,0:30,3 Rnd (5-5-5),Marc Goddard,Featherweight Bout,"November 22, 2025","Doha, Qatar",0,0,6 of 9,3 of 7,66%,42%,16 of 20,8 of 15,4 of 7,0 of 0,57%,---,0,0,0,0,3:55,0:00,6 of 9,1 of 5,0 of 0,0 of 0,0 of 0,2 of 2,0 of 1,2 of 6,2 of 2,1 of 1,4 of 6,0 of 0
Alex Perez,Asu Almabayev,L,W,http://ufcstats.com/fight-details/443f30a4a856584a,3,0:22,3 Rnd (5-5-5),Daniel Movahedi,Flyweight Bout,"November 22, 2025","Doha, Qatar",0,0,18 of 60,20 of 45,30%,44%,40 of 82,20 of 45,0 of 0,1 of 3,---,33%,0,0,0,0,0:00,0:58,2 of 32,12 of 37,9 of 16,6 of 6,7 of 12,2 of 2,18 of 58,17 of 41,0 of 2,3 of 4,0 of 0,0 of 0
Marek Bujlo,Denzel Freeman,L,W,http://ufcstats.com/fight-details/9027e156c6f1988a,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Heavyweight Bout,"November 22, 2025","Doha, Qatar",0,0,14 of 26,13 of 22,53%,59%,14 of 26,13 of 22,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,1 of 2,5 of 11,4 of 8,2 of 4,9 of 16,6 of 7,14 of 26,13 of 22,0 of 0,0 of 0,0 of 0,0 of 0
Erin Blanchfield,Tracy Cortez,W,L,http://ufcstats.com/fight-details/909cd8633507a0c8,2,4:44,3 Rnd (5-5-5),Blake Grice,Women's Flyweight Bout,"November 15, 2025","New York City, New York, USA",0,0,43 of 92,32 of 76,46%,42%,43 of 92,33 of 77,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:00,32 of 80,25 of 64,5 of 6,4 of 9,6 of 6,3 of 3,42 of 91,31 of 72,1 of 1,1 of 4,0 of 0,0 of 0
Jack Della Maddalena,Islam Makhachev,L,W,http://ufcstats.com/fight-details/856f6ee049373843,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,UFC Welterweight Title Bout,"November 15, 2025","New York City, New York, USA",0,0,4 of 18,3 of 8,22%,37%,11 of 26,20 of 36,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,3:52,3 of 14,0 of 5,1 of 2,0 of 0,0 of 2,3 of 3,4 of 18,3 of 7,0 of 0,0 of 0,0 of 0,0 of 1
Leon Edwards,Carlos Prates,L,W,http://ufcstats.com/fight-details/3c60884853766487,2,1:28,3 Rnd (5-5-5),Keith Peterson,Welterweight Bout,"November 15, 2025","New York City, New York, USA",0,0,7 of 10,9 of 17,70%,52%,20 of 23,12 of 20,2 of 3,0 of 0,66%,---,0,0,0,0,3:00,0:00,2 of 4,2 of 8,0 of 0,1 of 2,5 of 6,6 of 7,6 of 9,8 of 16,1 of 1,1 of 1,0 of 0,0 of 0
Angela Hill,Fatima Kline,L,W,http://ufcstats.com/fight-details/6c2c6a6e3f4d04db,3,5:00,3 Rnd (5-5-5),Marc Goddard,Women's Strawweight Bout,"November 15, 2025","New York City, New York, USA",0,0,9 of 26,25 of 44,34%,56%,14 of 37,42 of 62,0 of 0,2 of 2,---,100%,0,0,0,0,0:10,3:01,5 of 17,20 of 37,1 of 6,4 of 5,3 of 3,1 of 2,7 of 23,13 of 25,2 of 3,3 of 6,0 of 0,9 of 13
Sean Brady,Michael Morales,L,W,http://ufcstats.com/fight-details/477af74ea3cbba8b,1,3:27,3 Rnd (5-5-5),Blake Grice,Welterweight Bout,"November 15, 2025","New York City, New York, USA",0,1,8 of 22,24 of 52,36%,46%,8 of 22,24 of 52,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:02,5 of 15,24 of 50,0 of 0,0 of 1,3 of 7,0 of 1,8 of 22,21 of 47,0 of 0,0 of 1,0 of 0,3 of 4
